time,G(i),H_sun,T2m,WS10m,Int
20080729:1000,0.0,0.0,20.46,2.84,0.0
20080729:1100,0.0,0.0,19.97,2.95,0.0
20080729:1200,0.0,0.0,19.47,3.06,0.0
20080729:1300,33.61,10.17,21.65,2.86,0.0
20080729:1400,108.37,21.66,23.83,2.66,0.0
20080729:1500,318.46,33.39,26.01,2.46,0.0
20080729:1600,521.54,45.04,27.55,2.55,0.0
20080729:1700,688.81,56.12,29.09,2.64,0.0
20080729:1800,798.98,65.5,30.63,2.73,0.0
20080729:1900,842.32,70.28,31.24,2.58,0.0
20080729:2000,603.21,67.26,31.84,2.44,0.0
20080729:2100,387.48,58.64,32.45,2.29,0.0
20080729:2200,93.54,47.82,32.24,2.25,0.0
20080729:2300,47.98,36.25,32.03,2.21,0.0
20080730:0000,138.76,24.38,31.82,2.17,0.0
20080730:0100,38.31,12.79,30.03,2.76,0.0
20080730:0200,8.07,1.64,28.25,3.35,0.0
20080730:0300,0.0,0.0,26.47,3.94,0.0
20080730:0400,0.0,0.0,25.25,3.62,0.0
20080730:0500,0.0,0.0,24.04,3.3,0.0
20080730:0600,0.0,0.0,22.82,2.98,0.0
20080730:0700,0.0,0.0,22.38,2.52,0.0
20080730:0800,0.0,0.0,21.94,2.07,0.0
20080730:0900,0.0,0.0,21.5,1.61,0.0
20080730:1000,0.0,0.0,20.24,1.75,0.0
20080730:1100,0.0,0.0,18.99,1.89,0.0
20080730:1200,0.0,0.0,17.73,2.03,0.0
20080730:1300,33.61,10.03,20.97,1.94,0.0
20080730:1400,111.29,21.53,24.2,1.85,0.0
20080730:1500,326.65,33.26,27.44,1.77,0.0
20080730:1600,533.99,44.9,29.19,1.64,0.0
20080730:1700,701.87,55.97,30.94,1.51,0.0
20080730:1800,812.69,65.31,32.69,1.38,0.0
20080730:1900,825.56,70.05,33.22,1.37,0.0
20080730:2000,755.34,67.04,33.75,1.35,0.0
20080730:2100,68.43,58.47,34.28,1.34,0.0
20080730:2200,434.48,47.67,33.97,1.23,0.0
20080730:2300,341.16,36.11,33.66,1.12,0.0
20080731:0000,160.42,24.23,33.36,1.01,0.0
20080731:0100,36.97,12.64,31.37,1.52,0.0
20080731:0200,8.07,1.47,29.39,2.03,0.0
20080731:0300,0.0,0.0,27.41,2.54,0.0
20080731:0400,0.0,0.0,25.92,2.6,0.0
20080731:0500,0.0,0.0,24.44,2.67,0.0
20080731:0600,0.0,0.0,22.95,2.73,0.0
20080731:0700,0.0,0.0,22.13,2.64,0.0
20080731:0800,0.0,0.0,21.32,2.56,0.0
20080731:0900,0.0,0.0,20.5,2.47,0.0
20080731:1000,0.0,0.0,20.21,2.65,0.0
20080731:1100,0.0,0.0,19.92,2.84,0.0
20080731:1200,0.0,0.0,19.63,3.02,0.0
20080731:1300,32.93,9.89,22.93,2.59,0.0
20080731:1400,112.34,21.4,26.22,2.16,0.0
20080731:1500,328.31,33.13,29.52,1.72,0.0
20080731:1600,536.0,44.76,31.07,2.04,0.0
20080731:1700,704.06,55.81,32.61,2.35,0.0
20080731:1800,815.69,65.11,34.16,2.66,0.0
20080731:1900,858.45,69.81,34.63,2.69,0.0
20080731:2000,829.0,66.82,35.11,2.72,0.0
20080731:2100,730.22,58.29,35.58,2.74,0.0
20080731:2200,572.57,47.52,35.19,2.86,0.0
20080731:2300,372.91,35.97,34.8,2.98,0.0
20080801:0000,160.83,24.08,34.41,3.1,0.0
20080801:0100,37.64,12.48,32.76,3.34,0.0
20080801:0200,7.39,1.3,31.12,3.58,0.0
20080801:0300,0.0,0.0,29.48,3.82,0.0
20080801:0400,0.0,0.0,28.34,3.71,0.0
20080801:0500,0.0,0.0,27.2,3.59,0.0
20080801:0600,0.0,0.0,26.06,3.48,0.0
20080801:0700,0.0,0.0,24.85,3.29,0.0
20080801:0800,0.0,0.0,23.64,3.1,0.0
20080801:0900,0.0,0.0,22.42,2.91,0.0
20080801:1000,0.0,0.0,21.57,2.8,0.0
20080801:1100,0.0,0.0,20.72,2.69,0.0
20080801:1200,0.0,0.0,19.87,2.58,0.0
20080801:1300,32.26,9.75,23.02,2.4,0.0
20080801:1400,112.72,21.27,26.16,2.22,0.0
20080801:1500,328.4,33.0,29.31,2.04,0.0
20080801:1600,413.09,44.63,31.1,2.21,0.0
20080801:1700,704.77,55.65,32.89,2.37,0.0
20080801:1800,816.41,64.91,34.68,2.54,0.0
20080801:1900,860.0,69.56,34.82,2.47,0.0
20080801:2000,715.83,66.6,34.96,2.4,0.0
20080801:2100,699.73,58.11,35.1,2.33,0.0
20080801:2200,576.75,47.36,34.34,2.59,0.0
20080801:2300,318.32,35.81,33.58,2.86,0.0
20080802:0000,169.74,23.92,32.81,3.12,0.0
20080802:0100,47.72,12.32,31.35,3.19,0.0
20080802:0200,3.36,1.13,29.88,3.26,0.0
20080802:0300,0.0,0.0,28.42,3.34,0.0
20080802:0400,0.0,0.0,27.13,3.31,0.0
20080802:0500,0.0,0.0,25.85,3.27,0.0
20080802:0600,0.0,0.0,24.56,3.24,0.0
20080802:0700,0.0,0.0,23.56,3.16,0.0
20080802:0800,0.0,0.0,22.56,3.08,0.0
20080802:0900,0.0,0.0,21.55,2.99,0.0
20080802:1000,0.0,0.0,20.97,2.93,0.0
20080802:1100,0.0,0.0,20.39,2.87,0.0
20080802:1200,0.0,0.0,19.81,2.81,0.0
20080802:1300,30.92,9.61,22.68,2.65,0.0
20080802:1400,112.64,21.14,25.54,2.48,0.0
20080802:1500,324.93,32.87,28.41,2.32,0.0
20080802:1600,529.38,44.49,30.27,1.89,0.0
20080802:1700,696.56,55.49,32.13,1.46,0.0
20080802:1800,806.27,64.7,34.0,1.03,0.0
20080802:1900,206.98,69.31,34.13,1.38,0.0
20080802:2000,41.69,66.36,34.26,1.72,0.0
20080802:2100,480.63,57.92,34.39,2.07,0.0
20080802:2200,84.95,47.19,33.69,2.06,0.0
20080802:2300,150.11,35.66,32.99,2.06,1.0
20080803:0000,118.06,23.76,32.29,2.06,0.0
20080803:0100,3.36,12.15,31.03,1.59,0.0
20080803:0200,0.0,0.0,29.77,1.12,0.0
20080803:0300,0.0,0.0,28.52,0.65,0.0
20080803:0400,0.0,0.0,27.43,0.95,0.0
20080803:0500,0.0,0.0,26.35,1.25,0.0
20080803:0600,0.0,0.0,25.27,1.54,0.0
20080803:0700,0.0,0.0,23.83,1.82,0.0
20080803:0800,0.0,0.0,22.39,2.1,0.0
20080803:0900,0.0,0.0,20.95,2.37,0.0
20080803:1000,0.0,0.0,20.5,2.48,0.0
20080803:1100,0.0,0.0,20.04,2.58,0.0
20080803:1200,0.0,0.0,19.58,2.69,0.0
20080803:1300,32.93,9.46,22.73,2.4,0.0
20080803:1400,116.13,21.0,25.87,2.1,0.0
20080803:1500,325.98,32.73,29.02,1.81,0.0
20080803:1600,530.19,44.35,30.68,1.57,0.0
20080803:1700,697.18,55.32,32.34,1.33,0.0
20080803:1800,807.48,64.49,34.0,1.09,0.0
20080803:1900,691.43,69.05,33.75,0.89,0.0
20080803:2000,734.3,66.13,33.5,0.69,0.0
20080803:2100,154.51,57.72,33.25,0.5,0.0
20080803:2200,328.85,47.02,32.49,1.02,0.0
20080803:2300,66.86,35.5,31.72,1.54,0.0
20080804:0000,37.76,23.59,30.95,2.07,0.0
20080804:0100,51.08,11.98,30.05,2.33,0.0
20080804:0200,0.0,0.0,29.15,2.58,0.0
20080804:0300,0.0,0.0,28.25,2.84,0.0
20080804:0400,0.0,0.0,27.22,2.49,0.0
20080804:0500,0.0,0.0,26.2,2.13,0.0
20080804:0600,0.0,0.0,25.17,1.78,0.0
20080804:0700,0.0,0.0,23.67,1.82,0.0
20080804:0800,0.0,0.0,22.16,1.86,0.0
20080804:0900,0.0,0.0,20.65,1.9,0.0
20080804:1000,0.0,0.0,19.81,2.02,0.0
20080804:1100,0.0,0.0,18.97,2.14,0.0
20080804:1200,0.0,0.0,18.12,2.26,0.0
20080804:1300,32.26,9.32,21.32,1.98,0.0
20080804:1400,116.45,20.87,24.52,1.69,0.0
20080804:1500,326.06,32.6,27.73,1.41,0.0
20080804:1600,529.47,44.2,29.78,1.04,0.0
20080804:1700,695.43,55.16,31.83,0.67,0.0
20080804:1800,805.65,64.28,33.89,0.3,0.0
20080804:1900,733.09,68.79,34.23,0.92,0.0
20080804:2000,180.77,65.88,34.58,1.54,0.0
20080804:2100,126.65,57.52,34.92,2.17,0.0
20080804:2200,33.82,46.84,34.43,2.57,0.0
20080804:2300,216.87,35.33,33.94,2.97,0.0
20080805:0000,169.56,23.42,33.45,3.38,0.0
20080805:0100,48.39,11.8,32.04,3.49,0.0
20080805:0200,0.0,0.0,30.62,3.59,0.0
20080805:0300,0.0,0.0,29.21,3.7,0.0
20080805:0400,0.0,0.0,28.14,3.54,0.0
20080805:0500,0.0,0.0,27.08,3.38,0.0
20080805:0600,0.0,0.0,26.02,3.23,0.0
20080805:0700,0.0,0.0,24.62,2.73,0.0
20080805:0800,0.0,0.0,23.22,2.23,0.0
20080805:0900,0.0,0.0,21.82,1.74,0.0
20080805:1000,0.0,0.0,21.34,1.63,0.0
20080805:1100,0.0,0.0,20.86,1.53,0.0
20080805:1200,0.0,0.0,20.38,1.42,0.0
20080805:1300,18.82,9.18,22.49,1.17,0.0
20080805:1400,107.53,20.73,24.59,0.91,0.0
20080805:1500,312.83,32.46,26.7,0.66,0.0
20080805:1600,526.4,44.06,28.32,1.33,0.0
20080805:1700,692.07,54.99,29.95,2.0,1.0
20080805:1800,380.16,64.06,31.58,2.68,0.0
20080805:1900,418.26,68.53,31.43,3.03,0.0
20080805:2000,363.57,65.63,31.29,3.39,0.0
20080805:2100,70.79,57.31,31.14,3.75,0.0
20080805:2200,401.02,46.66,30.37,3.57,0.0
20080805:2300,18.09,35.16,29.59,3.38,0.0
20080806:0000,3.93,23.25,28.81,3.2,0.0
20080806:0100,41.67,11.62,27.65,2.8,0.0
20080806:0200,0.0,0.0,26.49,2.41,0.0
20080806:0300,0.0,0.0,25.33,2.01,0.0
20080806:0400,0.0,0.0,23.92,1.72,0.0
20080806:0500,0.0,0.0,22.52,1.43,0.0
20080806:0600,0.0,0.0,21.11,1.14,0.0
20080806:0700,0.0,0.0,20.45,1.3,0.0
20080806:0800,0.0,0.0,19.78,1.45,0.0
20080806:0900,0.0,0.0,19.11,1.6,0.0
20080806:1000,0.0,0.0,18.52,1.78,0.0
20080806:1100,0.0,0.0,17.93,1.96,0.0
20080806:1200,0.0,0.0,17.33,2.14,0.0
20080806:1300,29.57,9.03,19.7,2.1,0.0
20080806:1400,129.51,20.59,22.06,2.06,0.0
20080806:1500,327.15,32.33,24.43,2.03,0.0
20080806:1600,526.92,43.91,26.02,1.63,0.0
20080806:1700,692.14,54.82,27.61,1.24,0.0
20080806:1800,560.03,63.84,29.21,0.84,0.0
20080806:1900,409.84,68.26,29.43,0.65,0.0
20080806:2000,51.13,65.38,29.66,0.46,0.0
20080806:2100,121.93,57.09,29.88,0.26,0.0
20080806:2200,51.91,46.47,29.03,0.53,0.0
20080806:2300,22.02,34.98,28.18,0.8,0.0
20080807:0000,126.61,23.06,27.32,1.08,0.0
20080807:0100,12.77,11.43,26.45,1.66,0.0
20080807:0200,0.0,0.0,25.58,2.23,0.0
20080807:0300,0.0,0.0,24.72,2.81,0.0
20080807:0400,0.0,0.0,23.82,2.93,0.0
20080807:0500,0.0,0.0,22.92,3.04,0.0
20080807:0600,0.0,0.0,22.02,3.16,0.0
20080807:0700,0.0,0.0,21.5,2.86,0.0
20080807:0800,0.0,0.0,20.98,2.57,0.0
20080807:0900,0.0,0.0,20.46,2.28,0.0
20080807:1000,0.0,0.0,19.95,1.94,0.0
20080807:1100,0.0,0.0,19.44,1.61,0.0
20080807:1200,0.0,0.0,18.93,1.28,0.0
20080807:1300,26.21,8.88,19.2,0.97,0.0
20080807:1400,118.02,20.46,19.46,0.67,0.0
20080807:1500,228.33,32.19,19.73,0.36,0.0
20080807:1600,265.92,43.77,20.95,0.45,0.0
20080807:1700,515.77,54.64,22.17,0.54,0.0
20080807:1800,227.88,63.62,23.4,0.63,0.0
20080807:1900,432.87,67.98,24.16,0.78,0.0
20080807:2000,673.3,65.12,24.92,0.93,0.0
20080807:2100,354.83,56.87,25.68,1.08,0.0
20080807:2200,107.17,46.28,25.16,1.42,0.0
20080807:2300,39.33,34.8,24.64,1.77,0.0
20080808:0000,121.63,22.88,24.11,2.11,0.0
20080808:0100,30.25,11.24,23.15,2.44,0.0
20080808:0200,0.0,0.0,22.19,2.77,0.0
20080808:0300,0.0,0.0,21.24,3.1,0.0
20080808:0400,0.0,0.0,20.39,3.08,0.0
20080808:0500,0.0,0.0,19.55,3.05,0.0
20080808:0600,0.0,0.0,18.7,3.02,0.0
20080808:0700,0.0,0.0,18.48,2.72,0.0
20080808:0800,0.0,0.0,18.26,2.42,0.0
20080808:0900,0.0,0.0,18.03,2.12,0.0
20080808:1000,0.0,0.0,18.21,1.95,0.0
20080808:1100,0.0,0.0,18.39,1.77,0.0
20080808:1200,0.0,0.0,18.57,1.6,0.0
20080808:1300,28.23,8.74,19.73,1.88,0.0
20080808:1400,118.72,20.32,20.88,2.15,0.0
20080808:1500,292.17,32.05,22.04,2.43,0.0
20080808:1600,306.91,43.62,23.95,2.14,1.0
20080808:1700,249.68,54.47,25.86,1.85,1.0
20080808:1800,686.65,63.39,27.77,1.56,0.0
20080808:1900,749.58,67.71,28.58,1.37,0.0
20080808:2000,660.41,64.85,29.4,1.18,0.0
20080808:2100,636.3,56.65,30.21,0.99,0.0
20080808:2200,409.95,46.08,29.52,1.1,0.0
20080808:2300,324.27,34.61,28.82,1.2,0.0
20080809:0000,92.44,22.69,28.12,1.31,0.0
20080809:0100,33.61,11.04,26.35,1.2,0.0
20080809:0200,0.0,0.0,24.58,1.08,0.0
20080809:0300,0.0,0.0,22.81,0.97,0.0
20080809:0400,0.0,0.0,21.73,1.29,0.0
20080809:0500,0.0,0.0,20.66,1.61,0.0
20080809:0600,0.0,0.0,19.59,1.93,0.0
20080809:0700,0.0,0.0,18.95,2.09,0.0
20080809:0800,0.0,0.0,18.3,2.24,0.0
20080809:0900,0.0,0.0,17.65,2.4,0.0
20080809:1000,0.0,0.0,17.36,2.59,0.0
20080809:1100,0.0,0.0,17.07,2.78,0.0
20080809:1200,0.0,0.0,16.78,2.97,0.0
20080809:1300,28.23,8.59,19.22,2.73,0.0
20080809:1400,121.66,20.18,21.65,2.49,0.0
20080809:1500,334.88,31.91,24.09,2.25,0.0
20080809:1600,538.97,43.47,26.0,2.13,0.0
20080809:1700,421.0,54.29,27.91,2.02,0.0
20080809:1800,814.1,63.16,29.83,1.9,0.0
20080809:1900,764.35,67.42,29.95,1.9,0.0
20080809:2000,608.73,64.58,30.08,1.89,0.0
20080809:2100,316.91,56.41,30.2,1.89,0.0
20080809:2200,65.29,45.87,29.24,1.88,0.0
20080809:2300,41.69,34.41,28.28,1.87,0.0
20080810:0000,4.72,22.49,27.32,1.86,0.0
20080810:0100,6.05,10.84,26.66,2.52,0.0
20080810:0200,0.0,0.0,26.0,3.18,0.0
20080810:0300,0.0,0.0,25.35,3.83,0.0
20080810:0400,0.0,0.0,24.5,3.08,0.0
20080810:0500,0.0,0.0,23.65,2.33,0.0
20080810:0600,0.0,0.0,22.8,1.57,0.0
20080810:0700,0.0,0.0,21.75,1.37,0.0
20080810:0800,0.0,0.0,20.69,1.16,0.0
20080810:0900,0.0,0.0,19.63,0.95,0.0
20080810:1000,0.0,0.0,19.1,0.76,0.0
20080810:1100,0.0,0.0,18.57,0.57,0.0
20080810:1200,0.0,0.0,18.04,0.39,0.0
20080810:1300,32.26,8.44,20.04,0.39,0.0
20080810:1400,87.93,20.04,22.03,0.4,0.0
20080810:1500,183.02,31.77,24.03,0.4,0.0
20080810:1600,246.99,43.31,24.9,0.48,0.0
20080810:1700,705.43,54.11,25.77,0.56,0.0
20080810:1800,657.22,62.92,26.65,0.63,0.0
20080810:1900,371.82,67.14,27.16,0.6,0.0
20080810:2000,68.43,64.3,27.68,0.57,0.0
20080810:2100,147.78,56.18,28.19,0.54,0.0
20080810:2200,458.18,45.66,27.37,0.54,0.0
20080810:2300,31.46,34.22,26.55,0.54,0.0
20080811:0000,77.87,22.29,25.73,0.54,0.0
20080811:0100,2.02,10.63,23.92,1.07,0.0
20080811:0200,0.0,0.0,22.11,1.6,0.0
20080811:0300,0.0,0.0,20.31,2.14,0.0
20080811:0400,0.0,0.0,19.76,1.95,0.0
20080811:0500,0.0,0.0,19.22,1.77,0.0
20080811:0600,0.0,0.0,18.68,1.59,0.0
20080811:0700,0.0,0.0,17.89,1.53,0.0
20080811:0800,0.0,0.0,17.1,1.47,0.0
20080811:0900,0.0,0.0,16.31,1.41,0.0
20080811:1000,0.0,0.0,15.87,1.54,0.0
20080811:1100,0.0,0.0,15.43,1.66,0.0
20080811:1200,0.0,0.0,14.98,1.79,0.0
20080811:1300,27.56,8.29,17.45,1.63,0.0
20080811:1400,129.39,19.89,19.92,1.47,1.0
20080811:1500,352.56,31.63,22.4,1.31,0.0
20080811:1600,565.58,43.16,24.94,1.63,0.0
20080811:1700,737.41,53.92,27.48,1.95,0.0
20080811:1800,849.39,62.69,30.03,2.28,0.0
20080811:1900,891.23,66.85,30.63,2.37,0.0
20080811:2000,809.46,64.02,31.22,2.46,0.0
20080811:2100,641.49,55.93,31.82,2.55,0.0
20080811:2200,547.84,45.44,31.33,2.53,0.0
20080811:2300,374.17,34.01,30.84,2.51,1.0
20080812:0000,170.95,22.08,30.34,2.5,0.0
20080812:0100,31.59,10.42,28.42,2.62,0.0
20080812:0200,0.0,0.0,26.49,2.74,0.0
20080812:0300,0.0,0.0,24.57,2.86,0.0
20080812:0400,0.0,0.0,22.78,2.69,0.0
20080812:0500,0.0,0.0,21.0,2.53,0.0
20080812:0600,0.0,0.0,19.22,2.37,0.0
20080812:0700,0.0,0.0,18.37,2.11,0.0
20080812:0800,0.0,0.0,17.52,1.84,0.0
20080812:0900,0.0,0.0,16.67,1.57,0.0
20080812:1000,0.0,0.0,16.15,1.61,0.0
20080812:1100,0.0,0.0,15.63,1.66,0.0
20080812:1200,0.0,0.0,15.1,1.7,0.0
20080812:1300,27.56,8.14,18.43,1.55,1.0
20080812:1400,131.51,19.75,21.76,1.41,0.0
20080812:1500,356.61,31.49,25.1,1.27,0.0
20080812:1600,571.7,43.0,26.99,1.09,1.0
20080812:1700,745.82,53.73,28.88,0.91,0.0
20080812:1800,859.76,62.45,30.77,0.73,0.0
20080812:1900,902.67,66.55,31.54,0.79,0.0
20080812:2000,871.29,63.73,32.31,0.85,0.0
20080812:2100,767.71,55.68,33.08,0.91,0.0
20080812:2200,602.59,45.22,32.52,1.03,0.0
20080812:2300,349.68,33.8,31.96,1.14,0.0
20080813:0000,121.29,21.87,31.4,1.26,0.0
20080813:0100,31.59,10.2,29.32,2.29,0.0
20080813:0200,0.0,0.0,27.24,3.33,0.0
20080813:0300,0.0,0.0,25.17,4.37,0.0
20080813:0400,0.0,0.0,24.22,3.88,0.0
20080813:0500,0.0,0.0,23.27,3.38,0.0
20080813:0600,0.0,0.0,22.32,2.88,0.0
20080813:0700,0.0,0.0,20.92,2.32,0.0
20080813:0800,0.0,0.0,19.52,1.76,0.0
20080813:0900,0.0,0.0,18.12,1.2,0.0
20080813:1000,0.0,0.0,17.64,1.56,0.0
20080813:1100,0.0,0.0,17.16,1.93,0.0
20080813:1200,0.0,0.0,16.67,2.29,0.0
20080813:1300,26.89,7.99,19.6,2.2,0.0
20080813:1400,134.41,19.61,22.53,2.11,0.0
20080813:1500,360.59,31.34,25.47,2.01,0.0
20080813:1600,574.79,42.85,27.27,2.09,0.0
20080813:1700,747.41,53.55,29.08,2.16,0.0
20080813:1800,859.58,62.2,30.89,2.23,0.0
20080813:1900,80.39,66.25,31.23,2.45,0.0
20080813:2000,331.02,63.44,31.57,2.67,0.0
20080813:2100,22.02,55.43,31.91,2.88,0.0
20080813:2200,171.0,44.99,31.35,2.91,0.0
20080813:2300,68.43,33.59,30.78,2.94,0.0
20080814:0000,166.82,21.66,30.21,2.97,0.0
20080814:0100,30.92,9.98,28.3,2.8,0.0
20080814:0200,0.0,0.0,26.39,2.63,0.0
20080814:0300,0.0,0.0,24.48,2.46,0.0
20080814:0400,0.0,0.0,23.15,2.3,0.0
20080814:0500,0.0,0.0,21.83,2.14,0.0
20080814:0600,0.0,0.0,20.5,1.99,0.0
20080814:0700,0.0,0.0,19.51,1.96,0.0
20080814:0800,0.0,0.0,18.52,1.94,0.0
20080814:0900,0.0,0.0,17.53,1.92,0.0
20080814:1000,0.0,0.0,17.05,2.09,0.0
20080814:1100,0.0,0.0,16.56,2.26,0.0
20080814:1200,0.0,0.0,16.07,2.43,0.0
20080814:1300,28.23,7.84,18.99,2.15,0.0
20080814:1400,134.11,19.47,21.91,1.88,0.0
20080814:1500,356.05,31.2,24.84,1.6,0.0
20080814:1600,569.15,42.69,26.48,2.14,0.0
20080814:1700,743.83,53.35,28.13,2.69,0.0
20080814:1800,806.99,61.95,29.78,3.23,0.0
20080814:1900,824.8,65.95,30.02,3.32,0.0
20080814:2000,804.02,63.14,30.27,3.42,0.0
20080814:2100,164.86,55.17,30.51,3.52,0.0
20080814:2200,388.96,44.76,30.03,3.37,0.0
20080814:2300,317.69,33.37,29.54,3.21,0.0
20080815:0000,170.73,21.43,29.05,3.06,0.0
20080815:0100,37.64,9.76,27.16,3.16,0.0
20080815:0200,0.0,0.0,25.27,3.26,0.0
20080815:0300,0.0,0.0,23.39,3.37,0.0
20080815:0400,0.0,0.0,21.93,3.1,0.0
20080815:0500,0.0,0.0,20.48,2.83,0.0
20080815:0600,0.0,0.0,19.02,2.57,0.0
20080815:0700,0.0,0.0,18.21,2.42,0.0
20080815:0800,0.0,0.0,17.4,2.28,0.0
20080815:0900,0.0,0.0,16.58,2.14,0.0
20080815:1000,0.0,0.0,16.27,2.27,0.0
20080815:1100,0.0,0.0,15.96,2.4,0.0
20080815:1200,0.0,0.0,15.64,2.54,0.0
20080815:1300,25.54,7.68,16.76,2.57,0.0
20080815:1400,12.59,19.32,17.88,2.6,0.0
20080815:1500,65.29,31.05,19.01,2.63,0.0
20080815:1600,178.92,42.53,20.75,2.8,0.0
20080815:1700,72.37,53.16,22.49,2.97,0.0
20080815:1800,155.91,61.7,24.24,3.13,0.0
20080815:1900,397.82,65.64,24.72,3.25,0.0
20080815:2000,151.8,62.84,25.21,3.36,0.0
20080815:2100,72.37,54.91,25.69,3.48,0.0
20080815:2200,17.3,44.53,24.73,3.82,0.0
20080815:2300,74.73,33.15,23.77,4.16,0.0
20080816:0000,3.93,21.21,22.81,4.5,0.0
20080816:0100,2.69,9.53,20.61,3.81,0.0
20080816:0200,0.0,0.0,18.41,3.12,0.0
20080816:0300,0.0,0.0,16.21,2.43,0.0
20080816:0400,0.0,0.0,15.72,2.67,0.0
20080816:0500,0.0,0.0,15.23,2.91,0.0
20080816:0600,0.0,0.0,14.74,3.16,0.0
20080816:0700,0.0,0.0,14.74,3.72,0.0
20080816:0800,0.0,0.0,14.74,4.28,0.0
20080816:0900,0.0,0.0,14.74,4.84,0.0
20080816:1000,0.0,0.0,14.9,4.81,0.0
20080816:1100,0.0,0.0,15.06,4.78,0.0
20080816:1200,0.0,0.0,15.22,4.74,0.0
20080816:1300,24.2,7.53,15.67,4.81,0.0
20080816:1400,92.8,19.18,16.12,4.88,0.0
20080816:1500,71.58,30.9,16.58,4.95,0.0
20080816:1600,106.55,42.36,17.44,5.47,0.0
20080816:1700,62.93,52.96,18.3,5.98,0.0
20080816:1800,542.05,61.45,19.17,6.5,0.0
20080816:1900,65.29,65.33,19.06,5.8,0.0
20080816:2000,86.88,62.54,18.96,5.1,0.0
20080816:2100,57.42,54.64,18.85,4.4,0.0
20080816:2200,31.46,44.28,18.65,3.64,0.0
20080816:2300,138.47,32.92,18.45,2.88,0.0
20080817:0000,77.87,20.98,18.25,2.12,0.0
20080817:0100,8.07,9.3,17.26,2.46,0.0
20080817:0200,0.0,0.0,16.27,2.79,0.0
20080817:0300,0.0,0.0,15.28,3.12,0.0
20080817:0400,0.0,0.0,14.84,2.97,0.0
20080817:0500,0.0,0.0,14.41,2.81,0.0
20080817:0600,0.0,0.0,13.97,2.66,0.0
20080817:0700,0.0,0.0,13.05,2.46,0.0
20080817:0800,0.0,0.0,12.12,2.25,0.0
20080817:0900,0.0,0.0,11.19,2.04,0.0
20080817:1000,0.0,0.0,11.06,1.66,0.0
20080817:1100,0.0,0.0,10.93,1.27,0.0
20080817:1200,0.0,0.0,10.8,0.88,0.0
20080817:1300,2.69,7.38,12.88,0.83,0.0
20080817:1400,134.39,19.03,14.96,0.78,0.0
20080817:1500,47.98,30.76,17.04,0.73,0.0
20080817:1600,53.49,42.2,18.29,0.88,0.0
20080817:1700,437.44,52.77,19.54,1.03,0.0
20080817:1800,427.25,61.19,20.8,1.19,0.0
20080817:1900,585.35,65.02,21.66,1.2,0.0
20080817:2000,682.68,62.23,22.51,1.2,1.0
20080817:2100,469.14,54.36,23.37,1.21,0.0
20080817:2200,535.92,44.04,22.73,1.51,0.0
20080817:2300,398.12,32.69,22.08,1.8,0.0
20080818:0000,89.9,20.75,21.43,2.1,0.0
20080818:0100,37.64,9.06,19.41,1.73,0.0
20080818:0200,0.0,0.0,17.39,1.37,0.0
20080818:0300,0.0,0.0,15.38,1.01,0.0
20080818:0400,0.0,0.0,14.43,1.17,0.0
20080818:0500,0.0,0.0,13.49,1.33,0.0
20080818:0600,0.0,0.0,12.54,1.49,0.0
20080818:0700,0.0,0.0,11.97,1.38,0.0
20080818:0800,0.0,0.0,11.4,1.28,0.0
20080818:0900,0.0,0.0,10.82,1.17,0.0
20080818:1000,0.0,0.0,10.81,1.23,0.0
20080818:1100,0.0,0.0,10.8,1.28,0.0
20080818:1200,0.0,0.0,10.78,1.34,0.0
20080818:1300,24.2,7.23,13.6,1.34,0.0
20080818:1400,141.42,18.89,16.42,1.35,0.0
20080818:1500,366.28,30.61,19.24,1.35,0.0
20080818:1600,580.83,42.04,20.87,1.98,0.0
20080818:1700,754.4,52.56,22.5,2.61,0.0
20080818:1800,867.51,60.93,24.14,3.24,0.0
20080818:1900,327.83,64.7,24.41,3.17,0.0
20080818:2000,634.58,61.91,24.68,3.1,0.0
20080818:2100,711.09,54.08,24.95,3.03,0.0
20080818:2200,527.02,43.79,24.45,2.89,0.0
20080818:2300,162.46,32.45,23.95,2.75,0.0
20080819:0000,162.33,20.51,23.44,2.61,0.0
20080819:0100,35.62,8.82,21.66,2.52,0.0
20080819:0200,0.0,0.0,19.88,2.43,0.0
20080819:0300,0.0,0.0,18.11,2.34,0.0
20080819:0400,0.0,0.0,16.75,2.14,0.0
20080819:0500,0.0,0.0,15.39,1.93,0.0
20080819:0600,0.0,0.0,14.03,1.72,0.0
20080819:0700,0.0,0.0,13.54,1.6,0.0
20080819:0800,0.0,0.0,13.04,1.48,0.0
20080819:0900,0.0,0.0,12.54,1.35,0.0
20080819:1000,0.0,0.0,12.28,1.32,0.0
20080819:1100,0.0,0.0,12.01,1.29,0.0
20080819:1200,0.0,0.0,11.74,1.26,0.0
20080819:1300,24.2,7.07,14.81,1.16,0.0
20080819:1400,145.09,18.74,17.88,1.06,0.0
20080819:1500,373.0,30.46,20.95,0.97,0.0
20080819:1600,590.25,41.87,23.12,1.16,0.0
20080819:1700,765.36,52.36,25.29,1.36,1.0
20080819:1800,877.93,60.67,27.47,1.56,0.0
20080819:1900,917.77,64.38,28.24,1.75,0.0
20080819:2000,883.04,61.59,29.01,1.94,0.0
20080819:2100,570.49,53.8,29.78,2.12,0.0
20080819:2200,360.61,43.53,29.35,2.66,0.0
