time,G(i),H_sun,T2m,WS10m,Int
20111004:1800,490.67,45.81,20.49,1.27,0.0
20111004:1900,197.78,47.22,20.51,1.47,0.0
20111004:2000,25.96,44.24,20.53,1.66,0.0
20111004:2100,225.21,37.64,20.56,1.86,0.0
20111004:2200,168.8,28.62,19.17,1.95,0.0
20111004:2300,81.97,18.14,17.79,2.04,0.0
20111005:0000,24.38,6.56,16.4,2.12,0.0
20111005:0100,0.0,0.0,15.53,2.08,0.0
20111005:0200,0.0,0.0,14.65,2.03,0.0
20111005:0300,0.0,0.0,13.78,1.99,0.0
20111005:0400,0.0,0.0,12.92,1.99,0.0
20111005:0500,0.0,0.0,12.07,1.99,0.0
20111005:0600,0.0,0.0,11.21,1.99,0.0
20111005:0700,0.0,0.0,10.98,1.83,0.0
20111005:0800,0.0,0.0,10.75,1.67,0.0
20111005:0900,0.0,0.0,10.52,1.52,0.0
20111005:1000,0.0,0.0,10.67,1.64,0.0
20111005:1100,0.0,0.0,10.82,1.77,0.0
20111005:1200,0.0,0.0,10.97,1.89,0.0
20111005:1300,0.0,0.0,11.71,2.2,0.0
20111005:1400,195.06,10.87,12.44,2.51,0.0
20111005:1500,507.9,21.89,13.17,2.83,0.0
20111005:1600,739.74,31.88,14.53,2.56,0.0
20111005:1700,915.84,40.1,15.9,2.29,0.0
20111005:1800,1023.76,45.46,17.26,2.03,0.0
20111005:1900,719.22,46.83,18.01,2.12,0.0
20111005:2000,694.38,43.85,18.77,2.22,0.0
20111005:2100,346.71,37.27,19.53,2.32,0.0
20111005:2200,265.26,28.28,18.72,2.08,0.0
20111005:2300,265.84,17.83,17.92,1.84,0.0
20111006:0000,115.49,6.26,17.11,1.6,0.0
20111006:0100,0.0,0.0,15.84,2.06,0.0
20111006:0200,0.0,0.0,14.56,2.53,0.0
20111006:0300,0.0,0.0,13.29,2.99,0.0
20111006:0400,0.0,0.0,12.34,2.75,0.0
20111006:0500,0.0,0.0,11.39,2.51,0.0
20111006:0600,0.0,0.0,10.44,2.28,0.0
20111006:0700,0.0,0.0,10.41,2.28,0.0
20111006:0800,0.0,0.0,10.39,2.28,0.0
20111006:0900,0.0,0.0,10.36,2.28,0.0
20111006:1000,0.0,0.0,10.4,3.05,0.0
20111006:1100,0.0,0.0,10.43,3.83,0.0
20111006:1200,0.0,0.0,10.47,4.61,0.0
20111006:1300,0.0,0.0,11.81,5.19,0.0
20111006:1400,240.39,10.68,13.14,5.77,0.0
20111006:1500,350.44,21.67,14.48,6.36,0.0
20111006:1600,95.17,31.63,14.41,6.92,0.0
20111006:1700,153.32,39.79,14.35,7.48,0.0
20111006:1800,154.62,45.1,14.28,8.04,0.0
20111006:1900,136.31,46.44,13.86,7.46,0.0
20111006:2000,119.13,43.46,13.44,6.88,0.0
20111006:2100,90.4,36.91,13.03,6.3,1.0
20111006:2200,84.95,27.94,11.67,4.92,0.0
20111006:2300,184.9,17.51,10.31,3.54,0.0
20111007:0000,4.72,5.96,8.95,2.17,0.0
20111007:0100,0.0,0.0,8.63,2.32,0.0
20111007:0200,0.0,0.0,8.32,2.48,0.0
20111007:0300,0.0,0.0,8.0,2.63,0.0
20111007:0400,0.0,0.0,7.34,2.69,0.0
20111007:0500,0.0,0.0,6.68,2.74,0.0
20111007:0600,0.0,0.0,6.02,2.8,0.0
20111007:0700,0.0,0.0,5.47,2.56,0.0
20111007:0800,0.0,0.0,4.92,2.31,0.0
20111007:0900,0.0,0.0,4.37,2.07,0.0
20111007:1000,0.0,0.0,3.97,2.11,0.0
20111007:1100,0.0,0.0,3.58,2.14,0.0
20111007:1200,0.0,0.0,3.18,2.18,0.0
20111007:1300,0.0,0.0,4.64,2.58,0.0
20111007:1400,256.44,10.48,6.09,2.99,0.0
20111007:1500,537.55,21.45,7.55,3.39,0.0
20111007:1600,778.22,31.37,9.63,2.91,0.0
20111007:1700,956.98,39.49,11.71,2.44,0.0
20111007:1800,357.33,44.74,13.79,1.96,0.0
20111007:1900,582.48,46.05,14.67,2.22,0.0
20111007:2000,154.83,43.08,15.55,2.48,0.0
20111007:2100,125.86,36.54,16.43,2.74,1.0
20111007:2200,289.8,27.6,15.46,2.13,0.0
20111007:2300,209.22,17.2,14.49,1.51,0.0
20111008:0000,118.66,5.66,13.52,0.9,0.0
20111008:0100,0.0,0.0,12.37,1.18,0.0
20111008:0200,0.0,0.0,11.23,1.46,0.0
20111008:0300,0.0,0.0,10.08,1.74,0.0
20111008:0400,0.0,0.0,9.27,1.82,0.0
20111008:0500,0.0,0.0,8.45,1.9,0.0
20111008:0600,0.0,0.0,7.64,1.99,0.0
20111008:0700,0.0,0.0,7.04,1.49,0.0
20111008:0800,0.0,0.0,6.44,0.99,0.0
20111008:0900,0.0,0.0,5.84,0.5,0.0
20111008:1000,0.0,0.0,5.42,0.53,0.0
20111008:1100,0.0,0.0,5.0,0.57,0.0
20111008:1200,0.0,0.0,4.58,0.61,0.0
20111008:1300,0.0,0.0,4.89,1.7,0.0
20111008:1400,2.36,10.28,5.19,2.79,0.0
20111008:1500,23.6,21.23,5.49,3.88,0.0
20111008:1600,240.86,31.11,6.3,2.98,0.0
20111008:1700,247.37,39.18,7.12,2.08,0.0
20111008:1800,726.52,44.39,7.93,1.19,0.0
20111008:1900,1080.37,45.67,9.18,1.18,0.0
20111008:2000,752.41,42.69,10.43,1.17,0.0
20111008:2100,592.94,36.18,11.68,1.16,1.0
20111008:2200,92.03,27.27,11.29,1.7,0.0
20111008:2300,294.0,16.88,10.9,2.23,0.0
20111009:0000,20.16,5.36,10.51,2.77,0.0
20111009:0100,0.0,0.0,9.71,2.52,0.0
20111009:0200,0.0,0.0,8.9,2.27,0.0
20111009:0300,0.0,0.0,8.1,2.01,0.0
20111009:0400,0.0,0.0,6.87,1.77,0.0
20111009:0500,0.0,0.0,5.64,1.54,0.0
20111009:0600,0.0,0.0,4.41,1.3,0.0
20111009:0700,0.0,0.0,4.14,1.29,0.0
20111009:0800,0.0,0.0,3.86,1.29,0.0
20111009:0900,0.0,0.0,3.59,1.28,0.0
20111009:1000,0.0,0.0,3.12,1.21,0.0
20111009:1100,0.0,0.0,2.66,1.14,0.0
20111009:1200,0.0,0.0,2.19,1.08,0.0
20111009:1300,0.0,0.0,3.78,1.01,0.0
20111009:1400,7.87,10.08,5.36,0.94,0.0
20111009:1500,93.07,21.0,6.95,0.87,0.0
20111009:1600,369.59,30.85,8.33,0.91,0.0
20111009:1700,571.3,38.87,9.72,0.96,0.0
20111009:1800,1046.93,44.03,11.1,1.01,0.0
20111009:1900,1070.7,45.28,11.9,1.44,0.0
20111009:2000,1013.02,42.31,12.71,1.87,0.0
20111009:2100,568.31,35.82,13.52,2.3,1.0
20111009:2200,335.98,26.94,12.96,2.31,0.0
20111009:2300,193.22,16.57,12.41,2.31,0.0
20111010:0000,14.79,5.07,11.85,2.32,0.0
20111010:0100,0.0,0.0,10.53,1.87,0.0
20111010:0200,0.0,0.0,9.22,1.42,0.0
20111010:0300,0.0,0.0,7.9,0.97,0.0
20111010:0400,0.0,0.0,6.82,1.06,0.0
20111010:0500,0.0,0.0,5.74,1.16,0.0
20111010:0600,0.0,0.0,4.66,1.26,0.0
20111010:0700,0.0,0.0,4.16,1.44,0.0
20111010:0800,0.0,0.0,3.65,1.62,0.0
20111010:0900,0.0,0.0,3.15,1.81,0.0
20111010:1000,0.0,0.0,2.98,2.05,0.0
20111010:1100,0.0,0.0,2.81,2.29,0.0
20111010:1200,0.0,0.0,2.64,2.54,0.0
20111010:1300,0.0,0.0,4.27,3.13,0.0
20111010:1400,256.32,9.88,5.89,3.72,0.0
20111010:1500,542.43,20.78,7.52,4.32,0.0
20111010:1600,784.41,30.58,9.96,4.31,0.0
20111010:1700,964.52,38.56,12.41,4.31,0.0
20111010:1800,1068.71,43.67,14.85,4.3,0.0
20111010:1900,1092.59,44.9,15.88,4.08,0.0
20111010:2000,1032.15,41.93,16.92,3.85,0.0
20111010:2100,893.27,35.47,17.96,3.63,1.0
20111010:2200,686.69,26.61,17.04,2.9,0.0
20111010:2300,426.46,16.27,16.13,2.17,0.0
20111011:0000,18.82,4.78,15.22,1.45,0.0
20111011:0100,0.0,0.0,13.1,1.37,0.0
20111011:0200,0.0,0.0,10.98,1.3,0.0
20111011:0300,0.0,0.0,8.86,1.23,0.0
20111011:0400,0.0,0.0,7.97,1.45,0.0
20111011:0500,0.0,0.0,7.08,1.68,0.0
20111011:0600,0.0,0.0,6.19,1.9,0.0
20111011:0700,0.0,0.0,6.16,2.12,0.0
20111011:0800,0.0,0.0,6.13,2.34,0.0
20111011:0900,0.0,0.0,6.1,2.57,0.0
20111011:1000,0.0,0.0,6.3,2.5,0.0
20111011:1100,0.0,0.0,6.5,2.44,0.0
20111011:1200,0.0,0.0,6.7,2.37,0.0
20111011:1300,0.0,0.0,8.08,3.14,0.0
20111011:1400,183.81,9.68,9.45,3.91,0.0
20111011:1500,317.63,20.55,10.82,4.68,0.0
20111011:1600,769.95,30.32,12.97,5.12,0.0
20111011:1700,951.2,38.25,15.11,5.56,0.0
20111011:1800,1057.34,43.32,17.26,6.0,0.0
20111011:1900,840.48,44.52,17.94,5.82,0.0
20111011:2000,649.0,41.55,18.62,5.64,0.0
20111011:2100,567.02,35.11,19.31,5.46,1.0
20111011:2200,477.92,26.28,18.13,4.97,0.0
20111011:2300,415.37,15.96,16.96,4.48,0.0
20111012:0000,18.15,4.49,15.78,3.99,0.0
20111012:0100,0.0,0.0,14.41,3.77,0.0
20111012:0200,0.0,0.0,13.05,3.54,0.0
20111012:0300,0.0,0.0,11.68,3.32,0.0
20111012:0400,0.0,0.0,10.97,3.29,0.0
20111012:0500,0.0,0.0,10.26,3.26,0.0
20111012:0600,0.0,0.0,9.55,3.23,0.0
20111012:0700,0.0,0.0,9.28,3.26,0.0
20111012:0800,0.0,0.0,9.0,3.28,0.0
20111012:0900,0.0,0.0,8.73,3.31,0.0
20111012:1000,0.0,0.0,8.5,3.42,0.0
20111012:1100,0.0,0.0,8.26,3.53,0.0
20111012:1200,0.0,0.0,8.03,3.64,0.0
20111012:1300,0.0,0.0,9.46,3.32,0.0
20111012:1400,253.68,9.48,10.89,3.01,0.0
20111012:1500,543.97,20.32,12.32,2.69,0.0
20111012:1600,788.0,30.05,14.22,2.49,0.0
20111012:1700,968.91,37.94,16.13,2.29,0.0
20111012:1800,1073.55,42.96,18.03,2.08,0.0
20111012:1900,909.64,44.14,18.94,1.87,0.0
20111012:2000,826.5,41.18,19.85,1.65,0.0
20111012:2100,893.23,34.76,20.77,1.43,1.0
20111012:2200,559.22,25.95,19.68,1.75,0.0
20111012:2300,265.27,15.66,18.6,2.07,0.0
20111013:0000,18.82,4.21,17.52,2.39,0.0
20111013:0100,0.0,0.0,15.75,1.76,0.0
20111013:0200,0.0,0.0,13.98,1.13,0.0
20111013:0300,0.0,0.0,12.21,0.5,0.0
20111013:0400,0.0,0.0,10.81,0.64,0.0
20111013:0500,0.0,0.0,9.4,0.79,0.0
20111013:0600,0.0,0.0,8.0,0.94,0.0
20111013:0700,0.0,0.0,7.47,1.05,0.0
20111013:0800,0.0,0.0,6.93,1.17,0.0
20111013:0900,0.0,0.0,6.4,1.28,0.0
20111013:1000,0.0,0.0,6.29,1.59,0.0
20111013:1100,0.0,0.0,6.19,1.89,0.0
20111013:1200,0.0,0.0,6.08,2.19,0.0
20111013:1300,0.0,0.0,7.85,2.65,0.0
20111013:1400,249.09,9.28,9.61,3.1,0.0
20111013:1500,536.44,20.09,11.37,3.56,0.0
20111013:1600,776.05,29.79,14.77,3.69,0.0
20111013:1700,955.21,37.63,18.18,3.82,0.0
20111013:1800,1058.9,42.61,21.58,3.94,0.0
20111013:1900,1083.03,43.76,22.31,3.96,0.0
20111013:2000,1022.4,40.8,23.05,3.98,0.0
20111013:2100,882.42,34.41,23.79,4.0,0.0
20111013:2200,674.92,25.63,22.55,2.94,0.0
20111013:2300,412.32,15.36,21.32,1.89,0.0
20111014:0000,16.8,3.93,20.09,0.83,0.0
20111014:0100,0.0,0.0,18.08,1.68,0.0
20111014:0200,0.0,0.0,16.07,2.53,0.0
20111014:0300,0.0,0.0,14.06,3.38,0.0
20111014:0400,0.0,0.0,12.78,3.31,0.0
20111014:0500,0.0,0.0,11.49,3.24,0.0
20111014:0600,0.0,0.0,10.21,3.17,0.0
20111014:0700,0.0,0.0,9.65,3.02,0.0
20111014:0800,0.0,0.0,9.1,2.86,0.0
20111014:0900,0.0,0.0,8.54,2.7,0.0
20111014:1000,0.0,0.0,8.15,2.52,0.0
20111014:1100,0.0,0.0,7.76,2.34,0.0
20111014:1200,0.0,0.0,7.37,2.17,0.0
20111014:1300,0.0,0.0,9.45,1.88,0.0
20111014:1400,247.61,9.07,11.52,1.6,0.0
20111014:1500,535.78,19.86,13.6,1.31,0.0
20111014:1600,778.27,29.52,16.22,1.16,0.0
20111014:1700,957.92,37.32,18.83,1.02,0.0
20111014:1800,1061.85,42.26,21.45,0.87,0.0
20111014:1900,1083.08,43.38,22.09,1.04,0.0
20111014:2000,1020.86,40.43,22.73,1.22,0.0
20111014:2100,880.52,34.06,23.38,1.39,0.0
20111014:2200,673.88,25.31,22.31,1.8,0.0
20111014:2300,411.27,15.06,21.24,2.2,0.0
20111015:0000,16.13,3.65,20.17,2.61,0.0
20111015:0100,0.0,0.0,18.28,2.32,0.0
20111015:0200,0.0,0.0,16.38,2.03,0.0
20111015:0300,0.0,0.0,14.49,1.74,0.0
20111015:0400,0.0,0.0,13.05,1.48,0.0
20111015:0500,0.0,0.0,11.62,1.21,0.0
20111015:0600,0.0,0.0,10.18,0.95,0.0
20111015:0700,0.0,0.0,9.56,1.26,0.0
20111015:0800,0.0,0.0,8.94,1.57,0.0
20111015:0900,0.0,0.0,8.32,1.88,0.0
20111015:1000,0.0,0.0,7.81,1.97,0.0
20111015:1100,0.0,0.0,7.31,2.07,0.0
20111015:1200,0.0,0.0,6.8,2.17,0.0
20111015:1300,0.0,0.0,8.87,2.77,0.0
20111015:1400,250.03,8.87,10.93,3.37,0.0
20111015:1500,540.9,19.63,13.0,3.97,0.0
20111015:1600,433.72,29.26,16.58,3.77,0.0
20111015:1700,771.49,37.01,20.16,3.58,0.0
20111015:1800,911.22,41.9,23.74,3.38,0.0
20111015:1900,878.52,43.01,24.5,3.57,0.0
20111015:2000,781.54,40.06,25.27,3.77,0.0
20111015:2100,655.29,33.72,26.04,3.96,0.0
20111015:2200,507.38,24.99,24.62,3.89,1.0
20111015:2300,345.61,14.77,23.21,3.81,0.0
20111016:0000,15.46,3.38,21.79,3.74,0.0
20111016:0100,0.0,0.0,19.65,3.36,0.0
20111016:0200,0.0,0.0,17.52,2.98,0.0
20111016:0300,0.0,0.0,15.38,2.61,0.0
20111016:0400,0.0,0.0,13.93,2.53,0.0
20111016:0500,0.0,0.0,12.48,2.46,0.0
20111016:0600,0.0,0.0,11.03,2.39,0.0
20111016:0700,0.0,0.0,10.38,2.44,0.0
20111016:0800,0.0,0.0,9.72,2.49,0.0
20111016:0900,0.0,0.0,9.07,2.54,0.0
20111016:1000,0.0,0.0,8.74,2.52,0.0
20111016:1100,0.0,0.0,8.42,2.5,0.0
20111016:1200,0.0,0.0,8.09,2.48,0.0
20111016:1300,0.0,0.0,10.07,2.62,0.0
20111016:1400,248.26,8.66,12.04,2.76,0.0
20111016:1500,540.08,19.4,14.02,2.9,0.0
20111016:1600,782.83,28.99,17.49,3.38,0.0
20111016:1700,961.71,36.7,20.95,3.86,0.0
20111016:1800,1067.68,41.55,24.42,4.34,0.0
20111016:1900,1090.73,42.64,24.87,4.02,0.0
20111016:2000,1028.29,39.7,25.33,3.7,0.0
20111016:2100,887.58,33.38,25.79,3.38,0.0
20111016:2200,515.63,24.68,24.37,3.25,0.0
20111016:2300,411.37,14.48,22.95,3.12,0.0
20111017:0000,14.79,3.11,21.53,2.99,0.0
20111017:0100,0.0,0.0,19.95,2.25,0.0
20111017:0200,0.0,0.0,18.38,1.5,0.0
20111017:0300,0.0,0.0,16.8,0.76,0.0
20111017:0400,0.0,0.0,15.36,0.76,0.0
20111017:0500,0.0,0.0,13.91,0.77,0.0
20111017:0600,0.0,0.0,12.47,0.77,0.0
20111017:0700,0.0,0.0,12.06,1.34,0.0
20111017:0800,0.0,0.0,11.64,1.9,0.0
20111017:0900,0.0,0.0,11.23,2.47,0.0
20111017:1000,0.0,0.0,11.36,2.24,0.0
20111017:1100,0.0,0.0,11.49,2.02,0.0
20111017:1200,0.0,0.0,11.62,1.79,0.0
20111017:1300,0.0,0.0,12.57,2.64,0.0
20111017:1400,229.16,8.45,13.52,3.49,0.0
20111017:1500,87.82,19.17,14.47,4.33,0.0
20111017:1600,770.09,28.72,14.97,5.04,0.0
20111017:1700,854.33,36.38,15.47,5.76,0.0
20111017:1800,808.9,41.2,15.97,6.47,0.0
20111017:1900,238.97,42.27,16.35,6.14,0.0
20111017:2000,873.63,39.33,16.73,5.82,0.0
20111017:2100,618.61,33.04,17.11,5.49,0.0
20111017:2200,673.83,24.37,15.84,4.25,0.0
20111017:2300,408.37,14.19,14.58,3.01,0.0
20111018:0000,13.44,2.84,13.31,1.77,0.0
20111018:0100,0.0,0.0,12.41,2.58,0.0
20111018:0200,0.0,0.0,11.52,3.39,0.0
20111018:0300,0.0,0.0,10.62,4.21,0.0
20111018:0400,0.0,0.0,9.57,3.2,0.0
20111018:0500,0.0,0.0,8.53,2.18,0.0
20111018:0600,0.0,0.0,7.48,1.17,0.0
20111018:0700,0.0,0.0,7.06,1.04,0.0
20111018:0800,0.0,0.0,6.63,0.91,0.0
20111018:0900,0.0,0.0,6.21,0.77,0.0
20111018:1000,0.0,0.0,5.81,0.73,0.0
20111018:1100,0.0,0.0,5.41,0.69,0.0
20111018:1200,0.0,0.0,5.01,0.65,0.0
20111018:1300,0.0,0.0,6.31,1.3,0.0
20111018:1400,245.61,8.24,7.6,1.94,0.0
20111018:1500,543.82,18.93,8.9,2.59,0.0
20111018:1600,792.11,28.45,10.47,2.47,0.0
20111018:1700,978.12,36.07,12.04,2.35,0.0
20111018:1800,1087.47,40.85,13.61,2.23,0.0
20111018:1900,1112.06,41.9,14.46,2.84,0.0
20111018:2000,1051.3,38.97,15.32,3.44,0.0
20111018:2100,907.73,32.7,16.18,4.04,0.0
20111018:2200,693.74,24.06,15.17,3.52,0.0
20111018:2300,422.05,13.9,14.16,3.0,0.0
20111019:0000,13.44,2.58,13.15,2.48,0.0
20111019:0100,0.0,0.0,11.63,2.64,0.0
20111019:0200,0.0,0.0,10.12,2.8,0.0
20111019:0300,0.0,0.0,8.6,2.95,0.0
20111019:0400,0.0,0.0,7.35,2.91,0.0
20111019:0500,0.0,0.0,6.1,2.87,0.0
20111019:0600,0.0,0.0,4.85,2.83,0.0
20111019:0700,0.0,0.0,4.45,2.16,0.0
20111019:0800,0.0,0.0,4.04,1.49,0.0
20111019:0900,0.0,0.0,3.64,0.83,0.0
20111019:1000,0.0,0.0,3.41,0.73,0.0
20111019:1100,0.0,0.0,3.17,0.63,0.0
20111019:1200,0.0,0.0,2.94,0.54,0.0
20111019:1300,0.0,0.0,4.83,0.96,0.0
20111019:1400,250.77,8.03,6.71,1.38,0.0
20111019:1500,552.53,18.7,8.59,1.81,0.0
20111019:1600,801.08,28.18,11.58,1.97,0.0
20111019:1700,982.41,35.76,14.58,2.14,0.0
20111019:1800,1087.42,40.51,17.57,2.3,0.0
20111019:1900,1107.42,41.53,18.78,2.73,0.0
20111019:2000,1044.95,38.62,19.99,3.15,0.0
20111019:2100,900.83,32.37,21.2,3.57,0.0
20111019:2200,686.98,23.75,19.71,3.21,0.0
20111019:2300,415.96,13.62,18.23,2.86,0.0
20111020:0000,12.1,2.32,16.75,2.5,0.0
20111020:0100,0.0,0.0,14.32,1.82,0.0
20111020:0200,0.0,0.0,11.89,1.14,0.0
20111020:0300,0.0,0.0,9.46,0.46,0.0
20111020:0400,0.0,0.0,8.48,0.51,0.0
20111020:0500,0.0,0.0,7.51,0.56,0.0
20111020:0600,0.0,0.0,6.53,0.61,0.0
20111020:0700,0.0,0.0,6.36,0.93,0.0
20111020:0800,0.0,0.0,6.2,1.25,0.0
20111020:0900,0.0,0.0,6.03,1.57,0.0
20111020:1000,0.0,0.0,6.5,2.02,0.0
20111020:1100,0.0,0.0,6.98,2.47,0.0
20111020:1200,0.0,0.0,7.45,2.92,0.0
20111020:1300,0.0,0.0,9.14,3.68,0.0
20111020:1400,251.43,7.82,10.82,4.43,0.0
20111020:1500,555.91,18.46,12.5,5.19,0.0
20111020:1600,803.22,27.91,14.84,5.07,0.0
20111020:1700,983.61,35.45,17.17,4.96,0.0
20111020:1800,1087.13,40.16,19.51,4.84,0.0
20111020:1900,1107.22,41.17,20.22,3.64,0.0
20111020:2000,1041.61,38.26,20.94,2.43,0.0
20111020:2100,898.48,32.04,21.66,1.23,0.0
20111020:2200,683.92,23.45,20.1,1.93,0.0
20111020:2300,410.16,13.35,18.55,2.63,0.0
20111021:0000,11.43,2.06,17.0,3.32,0.0
20111021:0100,0.0,0.0,15.1,3.27,0.0
20111021:0200,0.0,0.0,13.21,3.22,0.0
20111021:0300,0.0,0.0,11.31,3.17,0.0
20111021:0400,0.0,0.0,10.08,2.34,0.0
20111021:0500,0.0,0.0,8.85,1.51,0.0
20111021:0600,0.0,0.0,7.62,0.68,0.0
20111021:0700,0.0,0.0,6.93,0.99,0.0
20111021:0800,0.0,0.0,6.25,1.31,0.0
20111021:0900,0.0,0.0,5.56,1.63,0.0
20111021:1000,0.0,0.0,5.38,1.78,0.0
20111021:1100,0.0,0.0,5.19,1.94,0.0
20111021:1200,0.0,0.0,5.01,2.1,0.0
20111021:1300,0.0,0.0,6.57,2.95,0.0
20111021:1400,250.47,7.61,8.13,3.81,0.0
20111021:1500,558.81,18.22,9.69,4.66,0.0
20111021:1600,805.3,27.64,13.04,3.71,0.0
20111021:1700,986.21,35.14,16.4,2.77,0.0
20111021:1800,1091.56,39.82,19.75,1.82,0.0
20111021:1900,1111.72,40.81,20.52,1.84,0.0
20111021:2000,766.5,37.91,21.29,1.87,0.0
20111021:2100,686.8,31.71,22.07,1.89,0.0
20111021:2200,553.4,23.16,20.59,2.51,0.0
20111021:2300,412.65,13.07,19.11,3.13,0.0
20111022:0000,10.75,1.81,17.63,3.75,0.0
20111022:0100,0.0,0.0,15.86,3.04,0.0
20111022:0200,0.0,0.0,14.09,2.33,0.0
20111022:0300,0.0,0.0,12.32,1.61,0.0
20111022:0400,0.0,0.0,11.06,1.77,0.0
20111022:0500,0.0,0.0,9.81,1.94,0.0
20111022:0600,0.0,0.0,8.55,2.1,0.0
20111022:0700,0.0,0.0,8.13,2.12,0.0
20111022:0800,0.0,0.0,7.71,2.15,0.0
20111022:0900,0.0,0.0,7.29,2.18,0.0
20111022:1000,0.0,0.0,7.02,2.34,0.0
20111022:1100,0.0,0.0,6.76,2.49,0.0
20111022:1200,0.0,0.0,6.49,2.65,0.0
20111022:1300,0.0,0.0,8.15,3.23,0.0
20111022:1400,237.54,7.4,9.81,3.82,0.0
20111022:1500,541.44,17.99,11.47,4.4,0.0
20111022:1600,788.31,27.37,13.84,4.29,0.0
20111022:1700,968.96,34.83,16.22,4.18,0.0
20111022:1800,1073.48,39.47,18.59,4.07,0.0
20111022:1900,1093.81,40.45,19.25,3.65,0.0
20111022:2000,751.62,37.56,19.92,3.22,0.0
20111022:2100,552.16,31.39,20.59,2.8,0.0
20111022:2200,673.06,22.86,19.3,3.04,0.0
20111022:2300,399.74,12.8,18.02,3.28,0.0
20111023:0000,10.08,1.56,16.74,3.52,0.0
20111023:0100,0.0,0.0,15.22,2.68,0.0
20111023:0200,0.0,0.0,13.7,1.83,0.0
20111023:0300,0.0,0.0,12.18,0.99,0.0
20111023:0400,0.0,0.0,10.79,1.31,0.0
20111023:0500,0.0,0.0,9.41,1.63,0.0
20111023:0600,0.0,0.0,8.02,1.94,0.0
20111023:0700,0.0,0.0,7.53,1.95,0.0
20111023:0800,0.0,0.0,7.03,1.95,0.0
20111023:0900,0.0,0.0,6.54,1.96,0.0
20111023:1000,0.0,0.0,6.35,2.43,0.0
20111023:1100,0.0,0.0,6.16,2.91,0.0
20111023:1200,0.0,0.0,5.97,3.38,0.0
20111023:1300,0.0,0.0,7.51,3.74,0.0
20111023:1400,247.95,7.19,9.04,4.11,0.0
20111023:1500,556.66,17.75,10.58,4.47,0.0
20111023:1600,806.03,27.1,13.85,3.25,0.0
20111023:1700,986.44,34.53,17.13,2.02,0.0
20111023:1800,1090.77,39.13,20.4,0.8,0.0
20111023:1900,1111.09,40.1,21.39,1.22,0.0
20111023:2000,1046.83,37.22,22.39,1.65,0.0
20111023:2100,901.15,31.07,23.39,2.07,0.0
20111023:2200,686.24,22.57,21.7,2.45,0.0
20111023:2300,409.28,12.54,20.01,2.83,0.0
20111024:0000,9.41,1.32,18.32,3.21,0.0
20111024:0100,0.0,0.0,16.19,2.4,0.0
20111024:0200,0.0,0.0,14.06,1.6,0.0
20111024:0300,0.0,0.0,11.93,0.79,0.0
20111024:0400,0.0,0.0,10.34,1.16,0.0
20111024:0500,0.0,0.0,8.75,1.53,0.0
20111024:0600,0.0,0.0,7.16,1.9,0.0
20111024:0700,0.0,0.0,6.82,1.87,0.0
20111024:0800,0.0,0.0,6.47,1.83,0.0
20111024:0900,0.0,0.0,6.13,1.79,0.0
20111024:1000,0.0,0.0,5.82,2.0,0.0
20111024:1100,0.0,0.0,5.51,2.22,0.0
20111024:1200,0.0,0.0,5.2,2.43,0.0
20111024:1300,0.0,0.0,6.8,3.22,0.0
20111024:1400,253.58,6.97,8.4,4.01,0.0
20111024:1500,277.07,17.51,10.0,4.8,0.0
20111024:1600,550.54,26.83,13.87,4.84,0.0
20111024:1700,1005.87,34.22,17.75,4.88,0.0
20111024:1800,1106.63,38.79,21.62,4.92,0.0
20111024:1900,1120.38,39.75,22.15,5.27,0.0
20111024:2000,1049.5,36.88,22.68,5.61,0.0
20111024:2100,900.29,30.76,23.21,5.96,0.0
20111024:2200,680.58,22.29,21.63,5.05,0.0
20111024:2300,402.14,12.28,20.06,4.14,0.0
20111025:0000,8.07,1.08,18.49,3.23,0.0
20111025:0100,0.0,0.0,17.21,3.3,0.0
20111025:0200,0.0,0.0,15.94,3.37,0.0
20111025:0300,0.0,0.0,14.66,3.43,0.0
20111025:0400,0.0,0.0,13.79,3.43,0.0
20111025:0500,0.0,0.0,12.92,3.42,0.0
20111025:0600,0.0,0.0,12.05,3.41,0.0
20111025:0700,0.0,0.0,11.81,3.37,0.0
20111025:0800,0.0,0.0,11.57,3.34,0.0
20111025:0900,0.0,0.0,11.33,3.31,0.0
20111025:1000,0.0,0.0,11.0,3.48,0.0
20111025:1100,0.0,0.0,10.67,3.65,0.0
20111025:1200,0.0,0.0,10.34,3.82,0.0
20111025:1300,0.0,0.0,11.34,3.63,0.0
20111025:1400,235.13,6.76,12.33,3.44,0.0
20111025:1500,545.78,17.27,13.32,3.26,0.0
20111025:1600,791.93,26.55,15.47,3.63,0.0
20111025:1700,609.28,33.91,17.63,4.0,0.0
20111025:1800,512.96,38.46,19.78,4.37,0.0
20111025:1900,509.12,39.4,19.78,3.97,0.0
20111025:2000,762.5,36.54,19.78,3.57,0.0
20111025:2100,145.63,30.45,19.78,3.17,0.0
20111025:2200,426.48,22.0,18.19,3.48,0.0
20111025:2300,282.4,12.02,16.6,3.79,0.0
20111026:0000,7.39,0.84,15.01,4.1,0.0
20111026:0100,0.0,0.0,13.85,4.5,0.0
20111026:0200,0.0,0.0,12.7,4.91,0.0
20111026:0300,0.0,0.0,11.54,5.31,0.0
20111026:0400,0.0,0.0,10.74,5.3,0.0
20111026:0500,0.0,0.0,9.94,5.29,0.0
